时间, 传感器, 数值, 单位
2026-03-02 20:18:11, 湿度, 49, rh%
2026-03-02 20:18:11, 二氧化碳, 387, ppm
2026-03-02 20:18:11, 火焰强度, 1, level
2026-03-02 20:18:11, 亮度, 45397, lux
2026-03-02 20:18:21, 温度, 0, ℃
2026-03-02 20:18:21, 湿度, 49, rh%
2026-03-02 20:18:21, 二氧化碳, 387, ppm
2026-03-02 20:18:21, 火焰强度, 1, level
2026-03-02 20:18:21, 亮度, 45397, lux
2026-03-02 20:18:31, 温度, 0, ℃
2026-03-02 20:18:31, 湿度, 49, rh%
2026-03-02 20:18:31, 二氧化碳, 387, ppm
2026-03-02 20:18:31, 火焰强度, 1, level
2026-03-02 20:18:31, 亮度, 45397, lux
2026-03-02 20:18:41, 温度, 0, ℃
2026-03-02 20:18:41, 湿度, 49, rh%
2026-03-02 20:18:41, 二氧化碳, 387, ppm
2026-03-02 20:18:41, 火焰强度, 39, level
2026-03-02 20:18:41, 亮度, 45397, lux
2026-03-02 20:18:51, 温度, 0, ℃
2026-03-02 20:18:51, 湿度, 49, rh%
2026-03-02 20:18:51, 二氧化碳, 387, ppm
2026-03-02 20:18:51, 火焰强度, 39, level
2026-03-02 20:18:51, 亮度, 45397, lux
2026-03-02 20:19:01, 温度, 0, ℃
2026-03-02 20:19:01, 湿度, 49, rh%
2026-03-02 20:19:01, 二氧化碳, 387, ppm
2026-03-02 20:19:01, 火焰强度, 39, level
2026-03-02 20:19:01, 亮度, 45397, lux
2026-03-02 20:19:11, 温度, 0, ℃
2026-03-02 20:19:11, 湿度, 49, rh%
2026-03-02 20:19:11, 二氧化碳, 387, ppm
2026-03-02 20:19:11, 火焰强度, 39, level
2026-03-02 20:19:11, 亮度, 45397, lux
2026-03-02 20:19:21, 温度, 0, ℃
2026-03-02 20:19:21, 湿度, 49, rh%
2026-03-02 20:19:21, 二氧化碳, 387, ppm
2026-03-02 20:19:21, 火焰强度, 39, level
2026-03-02 20:19:21, 亮度, 45397, lux
2026-03-02 20:19:31, 温度, 0, ℃
2026-03-02 20:19:31, 湿度, 49, rh%
2026-03-02 20:19:31, 二氧化碳, 387, ppm
2026-03-02 20:19:31, 火焰强度, 39, level
2026-03-02 20:19:31, 亮度, 45397, lux
2026-03-02 20:19:41, 温度, 0, ℃
2026-03-02 20:19:41, 湿度, 49, rh%
2026-03-02 20:19:41, 二氧化碳, 387, ppm
2026-03-02 20:19:41, 火焰强度, 39, level
2026-03-02 20:19:41, 亮度, 45397, lux
2026-03-02 20:19:51, 温度, 0, ℃
2026-03-02 20:19:51, 湿度, 49, rh%
2026-03-02 20:19:51, 二氧化碳, 387, ppm
2026-03-02 20:19:51, 火焰强度, 39, level
2026-03-02 20:19:51, 亮度, 45397, lux
2026-03-02 20:20:01, 温度, 0, ℃
2026-03-02 20:20:01, 湿度, 49, rh%
2026-03-02 20:20:01, 二氧化碳, 387, ppm
2026-03-02 20:20:01, 火焰强度, 39, level
2026-03-02 20:20:01, 亮度, 45397, lux
2026-03-02 20:20:11, 温度, 0, ℃
2026-03-02 20:20:11, 湿度, 49, rh%
2026-03-02 20:20:11, 二氧化碳, 387, ppm
2026-03-02 20:20:11, 火焰强度, 39, level
2026-03-02 20:20:11, 亮度, 45397, lux
2026-03-02 20:20:21, 温度, 0, ℃
2026-03-02 20:20:21, 湿度, 49, rh%
2026-03-02 20:20:21, 二氧化碳, 387, ppm
2026-03-02 20:20:21, 火焰强度, 39, level
2026-03-02 20:20:21, 亮度, 45397, lux
2026-03-02 20:20:31, 温度, 0, ℃
2026-03-02 20:20:31, 湿度, 49, rh%
2026-03-02 20:20:31, 二氧化碳, 387, ppm
2026-03-02 20:20:31, 火焰强度, 39, level
2026-03-02 20:20:31, 亮度, 45397, lux
2026-03-02 20:20:41, 温度, 0, ℃
2026-03-02 20:20:41, 湿度, 49, rh%
2026-03-02 20:20:41, 二氧化碳, 387, ppm
2026-03-02 20:20:41, 火焰强度, 40, level
2026-03-02 20:20:41, 亮度, 45397, lux
2026-03-02 20:20:51, 温度, 0, ℃
2026-03-02 20:20:51, 湿度, 49, rh%
2026-03-02 20:20:51, 二氧化碳, 387, ppm
2026-03-02 20:20:51, 火焰强度, 40, level
2026-03-02 20:20:51, 亮度, 45397, lux
2026-03-02 20:21:01, 温度, 0, ℃
2026-03-02 20:21:01, 湿度, 49, rh%
2026-03-02 20:21:01, 二氧化碳, 387, ppm
2026-03-02 20:21:01, 火焰强度, 40, level
2026-03-02 20:21:01, 亮度, 45397, lux
2026-03-02 20:21:11, 温度, 0, ℃
2026-03-02 20:21:11, 湿度, 49, rh%
2026-03-02 20:21:11, 二氧化碳, 387, ppm
2026-03-02 20:21:11, 火焰强度, 40, level
2026-03-02 20:21:11, 亮度, 45397, lux
2026-03-02 20:21:21, 温度, 0, ℃
2026-03-02 20:21:21, 湿度, 49, rh%
2026-03-02 20:21:21, 二氧化碳, 387, ppm
2026-03-02 20:21:21, 火焰强度, 40, level
2026-03-02 20:21:21, 亮度, 45397, lux
2026-03-02 20:21:31, 温度, 0, ℃
2026-03-02 20:21:31, 湿度, 49, rh%
2026-03-02 20:21:31, 二氧化碳, 387, ppm
2026-03-02 20:21:31, 火焰强度, 40, level
2026-03-02 20:21:31, 亮度, 45397, lux
2026-03-02 20:21:41, 温度, 0, ℃
2026-03-02 20:21:41, 湿度, 49, rh%
2026-03-02 20:21:41, 二氧化碳, 387, ppm
2026-03-02 20:21:41, 火焰强度, 40, level
2026-03-02 20:21:41, 亮度, 45397, lux
2026-03-02 20:21:51, 温度, 0, ℃
2026-03-02 20:21:51, 湿度, 49, rh%
2026-03-02 20:21:51, 二氧化碳, 387, ppm
2026-03-02 20:21:51, 火焰强度, 40, level
2026-03-02 20:21:51, 亮度, 45397, lux
2026-03-02 20:22:01, 温度, 0, ℃
2026-03-02 20:22:01, 湿度, 49, rh%
2026-03-02 20:22:01, 二氧化碳, 387, ppm
2026-03-02 20:22:01, 火焰强度, 40, level
2026-03-02 20:22:01, 亮度, 45397, lux
2026-03-02 20:22:11, 温度, 0, ℃
2026-03-02 20:22:11, 湿度, 49, rh%
2026-03-02 20:22:11, 二氧化碳, 387, ppm
2026-03-02 20:22:11, 火焰强度, 1, level
2026-03-02 20:22:11, 亮度, 45397, lux
2026-03-02 20:22:21, 温度, 0, ℃
2026-03-02 20:22:21, 湿度, 49, rh%
2026-03-02 20:22:21, 二氧化碳, 387, ppm
2026-03-02 20:22:21, 火焰强度, 1, level
2026-03-02 20:22:21, 亮度, 45397, lux
2026-03-02 20:22:31, 温度, 0, ℃
2026-03-02 20:22:31, 湿度, 49, rh%
2026-03-02 20:22:31, 二氧化碳, 387, ppm
2026-03-02 20:22:31, 火焰强度, 1, level
2026-03-02 20:22:31, 亮度, 45397, lux
2026-03-02 20:22:41, 温度, 0, ℃
2026-03-02 20:22:41, 湿度, 49, rh%
2026-03-02 20:22:41, 二氧化碳, 387, ppm
2026-03-02 20:22:41, 火焰强度, 1, level
2026-03-02 20:22:41, 亮度, 45397, lux
2026-03-02 20:22:51, 温度, 0, ℃
2026-03-02 20:22:51, 湿度, 49, rh%
2026-03-02 20:22:51, 二氧化碳, 387, ppm
2026-03-02 20:22:51, 火焰强度, 1, level
2026-03-02 20:22:51, 亮度, 45397, lux
2026-03-02 20:23:01, 温度, 0, ℃
2026-03-02 20:23:01, 湿度, 49, rh%
2026-03-02 20:23:01, 二氧化碳, 387, ppm
2026-03-02 20:23:01, 火焰强度, 1, level
2026-03-02 20:23:01, 亮度, 45397, lux
2026-03-02 20:23:11, 温度, 0, ℃
2026-03-02 20:23:11, 湿度, 49, rh%
2026-03-02 20:23:11, 二氧化碳, 387, ppm
2026-03-02 20:23:11, 火焰强度, 1, level
2026-03-02 20:23:11, 亮度, 45397, lux
2026-03-02 20:23:21, 温度, 0, ℃
2026-03-02 20:23:21, 湿度, 49, rh%
2026-03-02 20:23:21, 二氧化碳, 387, ppm
2026-03-02 20:23:21, 火焰强度, 1, level
2026-03-02 20:23:21, 亮度, 45397, lux
2026-03-02 20:23:31, 温度, 0, ℃
2026-03-02 20:23:31, 湿度, 49, rh%
2026-03-02 20:23:31, 二氧化碳, 387, ppm
2026-03-02 20:23:31, 火焰强度, 1, level
2026-03-02 20:23:31, 亮度, 45397, lux
2026-03-02 20:23:41, 温度, 0, ℃
2026-03-02 20:23:41, 湿度, 49, rh%
2026-03-02 20:23:41, 二氧化碳, 387, ppm
2026-03-02 20:23:41, 火焰强度, 1, level
2026-03-02 20:23:41, 亮度, 45397, lux
2026-03-02 20:23:51, 温度, 0, ℃
2026-03-02 20:23:51, 湿度, 49, rh%
2026-03-02 20:23:51, 二氧化碳, 387, ppm
2026-03-02 20:23:51, 火焰强度, 1, level
2026-03-02 20:23:51, 亮度, 45397, lux
2026-03-02 20:24:01, 温度, 0, ℃
2026-03-02 20:24:01, 湿度, 49, rh%
2026-03-02 20:24:01, 二氧化碳, 387, ppm
2026-03-02 20:24:01, 火焰强度, 1, level
2026-03-02 20:24:01, 亮度, 45397, lux
2026-03-02 20:24:11, 温度, 0, ℃
2026-03-02 20:24:11, 湿度, 49, rh%
2026-03-02 20:24:11, 二氧化碳, 387, ppm
2026-03-02 20:24:11, 火焰强度, 1, level
2026-03-02 20:24:11, 亮度, 45397, lux
2026-03-02 20:24:21, 温度, 0, ℃
2026-03-02 20:24:21, 湿度, 49, rh%
2026-03-02 20:24:21, 二氧化碳, 387, ppm
2026-03-02 20:24:21, 火焰强度, 1, level
2026-03-02 20:24:21, 亮度, 45397, lux
2026-03-02 20:24:31, 温度, 0, ℃
2026-03-02 20:24:31, 湿度, 49, rh%
2026-03-02 20:24:31, 二氧化碳, 387, ppm
2026-03-02 20:24:31, 火焰强度, 34, level
2026-03-02 20:24:31, 亮度, 45397, lux
2026-03-02 20:24:42, 温度, 0, ℃
2026-03-02 20:24:42, 湿度, 49, rh%
2026-03-02 20:24:42, 二氧化碳, 387, ppm
2026-03-02 20:24:42, 火焰强度, 9301, level
2026-03-02 20:24:42, 亮度, 45397, lux
2026-03-02 20:24:52, 温度, 0, ℃
2026-03-02 20:24:52, 湿度, 49, rh%
2026-03-02 20:24:52, 二氧化碳, 387, ppm
2026-03-02 20:24:52, 火焰强度, 1, level
2026-03-02 20:24:52, 亮度, 45397, lux
2026-03-02 20:25:02, 温度, 0, ℃
2026-03-02 20:25:02, 湿度, 49, rh%
2026-03-02 20:25:02, 二氧化碳, 387, ppm
2026-03-02 20:25:02, 火焰强度, 1, level
2026-03-02 20:25:02, 亮度, 45397, lux
2026-03-02 20:25:12, 温度, 0, ℃
2026-03-02 20:25:12, 湿度, 49, rh%
2026-03-02 20:25:12, 二氧化碳, 387, ppm
2026-03-02 20:25:12, 火焰强度, 1, level
2026-03-02 20:25:12, 亮度, 45397, lux
2026-03-02 20:25:22, 温度, 0, ℃
2026-03-02 20:25:22, 湿度, 49, rh%
2026-03-02 20:25:22, 二氧化碳, 387, ppm
2026-03-02 20:25:22, 火焰强度, 1, level
2026-03-02 20:25:22, 亮度, 45397, lux
2026-03-02 20:25:32, 温度, 0, ℃
2026-03-02 20:25:32, 湿度, 49, rh%
2026-03-02 20:25:32, 二氧化碳, 387, ppm
2026-03-02 20:25:32, 火焰强度, 1, level
2026-03-02 20:25:32, 亮度, 45397, lux
2026-03-02 20:25:42, 温度, 0, ℃
2026-03-02 20:25:42, 湿度, 49, rh%
2026-03-02 20:25:42, 二氧化碳, 387, ppm
2026-03-02 20:25:42, 火焰强度, 1, level
2026-03-02 20:25:42, 亮度, 45397, lux
2026-03-02 20:25:52, 温度, 0, ℃
2026-03-02 20:25:52, 湿度, 49, rh%
2026-03-02 20:25:52, 二氧化碳, 387, ppm
2026-03-02 20:25:52, 火焰强度, 1, level
2026-03-02 20:25:52, 亮度, 45397, lux
2026-03-02 20:26:02, 温度, 0, ℃
2026-03-02 20:26:02, 湿度, 49, rh%
2026-03-02 20:26:02, 二氧化碳, 387, ppm
2026-03-02 20:26:02, 火焰强度, 1, level
2026-03-02 20:26:02, 亮度, 45397, lux
2026-03-02 20:26:12, 温度, 0, ℃
2026-03-02 20:26:12, 湿度, 49, rh%
2026-03-02 20:26:12, 二氧化碳, 387, ppm
2026-03-02 20:26:12, 火焰强度, 1, level
2026-03-02 20:26:12, 亮度, 45397, lux
2026-03-02 20:26:22, 温度, 0, ℃
2026-03-02 20:26:22, 湿度, 49, rh%
2026-03-02 20:26:22, 二氧化碳, 387, ppm
2026-03-02 20:26:22, 火焰强度, 1, level
2026-03-02 20:26:22, 亮度, 45397, lux
2026-03-02 20:26:32, 温度, 0, ℃
2026-03-02 20:26:32, 湿度, 49, rh%
2026-03-02 20:26:32, 二氧化碳, 387, ppm
2026-03-02 20:26:32, 火焰强度, 1, level
2026-03-02 20:26:32, 亮度, 45397, lux
2026-03-02 20:26:42, 温度, 0, ℃
2026-03-02 20:26:42, 湿度, 49, rh%
2026-03-02 20:26:42, 二氧化碳, 387, ppm
2026-03-02 20:26:42, 火焰强度, 1, level
2026-03-02 20:26:42, 亮度, 45397, lux
2026-03-02 20:26:52, 温度, 0, ℃
2026-03-02 20:26:52, 湿度, 49, rh%
2026-03-02 20:26:52, 二氧化碳, 387, ppm
2026-03-02 20:26:52, 火焰强度, 1, level
2026-03-02 20:26:52, 亮度, 45397, lux
2026-03-02 20:27:02, 温度, 0, ℃
2026-03-02 20:27:02, 湿度, 49, rh%
2026-03-02 20:27:02, 二氧化碳, 387, ppm
2026-03-02 20:27:02, 火焰强度, 1, level
2026-03-02 20:27:02, 亮度, 45397, lux
2026-03-02 20:27:12, 温度, 0, ℃
2026-03-02 20:27:12, 湿度, 49, rh%
2026-03-02 20:27:12, 二氧化碳, 387, ppm
2026-03-02 20:27:12, 火焰强度, 1, level
2026-03-02 20:27:12, 亮度, 45397, lux
2026-03-02 20:27:22, 温度, 0, ℃
2026-03-02 20:27:22, 湿度, 49, rh%
2026-03-02 20:27:22, 二氧化碳, 387, ppm
2026-03-02 20:27:22, 火焰强度, 1, level
2026-03-02 20:27:22, 亮度, 45397, lux
2026-03-02 20:27:32, 温度, 0, ℃
2026-03-02 20:27:32, 湿度, 49, rh%
2026-03-02 20:27:32, 二氧化碳, 387, ppm
2026-03-02 20:27:32, 火焰强度, 1, level
2026-03-02 20:27:32, 亮度, 45397, lux
2026-03-02 20:27:42, 温度, 0, ℃
2026-03-02 20:27:42, 湿度, 49, rh%
2026-03-02 20:27:42, 二氧化碳, 387, ppm
2026-03-02 20:27:42, 火焰强度, 1, level
2026-03-02 20:27:42, 亮度, 45397, lux
2026-03-02 20:27:52, 温度, 0, ℃
2026-03-02 20:27:52, 湿度, 49, rh%
2026-03-02 20:27:52, 二氧化碳, 387, ppm
2026-03-02 20:27:52, 火焰强度, 1, level
2026-03-02 20:27:52, 亮度, 45397, lux
2026-03-02 20:28:02, 温度, 0, ℃
2026-03-02 20:28:02, 湿度, 49, rh%
2026-03-02 20:28:02, 二氧化碳, 387, ppm
2026-03-02 20:28:02, 火焰强度, 1, level
2026-03-02 20:28:02, 亮度, 45397, lux
2026-03-02 20:28:12, 温度, 0, ℃
2026-03-02 20:28:12, 湿度, 49, rh%
2026-03-02 20:28:12, 二氧化碳, 387, ppm
2026-03-02 20:28:12, 火焰强度, 1, level
2026-03-02 20:28:12, 亮度, 45397, lux
2026-03-02 20:28:22, 温度, 0, ℃
2026-03-02 20:28:22, 湿度, 49, rh%
2026-03-02 20:28:22, 二氧化碳, 387, ppm
2026-03-02 20:28:22, 火焰强度, 1, level
2026-03-02 20:28:22, 亮度, 45397, lux
2026-03-02 20:28:32, 温度, 0, ℃
2026-03-02 20:28:32, 湿度, 49, rh%
2026-03-02 20:28:32, 二氧化碳, 387, ppm
2026-03-02 20:28:32, 火焰强度, 1, level
2026-03-02 20:28:32, 亮度, 45397, lux
2026-03-02 20:28:42, 温度, 0, ℃
2026-03-02 20:28:42, 湿度, 49, rh%
2026-03-02 20:28:42, 二氧化碳, 387, ppm
2026-03-02 20:28:42, 火焰强度, 1, level
2026-03-02 20:28:42, 亮度, 45397, lux
2026-03-02 20:28:52, 温度, 0, ℃
2026-03-02 20:28:52, 湿度, 49, rh%
2026-03-02 20:28:52, 二氧化碳, 387, ppm
2026-03-02 20:28:52, 火焰强度, 1, level
2026-03-02 20:28:52, 亮度, 45397, lux
2026-03-02 20:29:02, 温度, 0, ℃
2026-03-02 20:29:02, 湿度, 49, rh%
2026-03-02 20:29:02, 二氧化碳, 387, ppm
2026-03-02 20:29:02, 火焰强度, 1, level
2026-03-02 20:29:02, 亮度, 45397, lux
2026-03-02 20:29:12, 温度, 0, ℃
2026-03-02 20:29:12, 湿度, 49, rh%
2026-03-02 20:29:12, 二氧化碳, 387, ppm
2026-03-02 20:29:12, 火焰强度, 1, level
2026-03-02 20:29:12, 亮度, 45397, lux
2026-03-02 20:29:23, 温度, 0, ℃
2026-03-02 20:29:23, 湿度, 49, rh%
2026-03-02 20:29:23, 二氧化碳, 387, ppm
2026-03-02 20:29:23, 火焰强度, 1, level
2026-03-02 20:29:23, 亮度, 45397, lux
2026-03-02 20:29:33, 温度, 0, ℃
2026-03-02 20:29:33, 湿度, 49, rh%
2026-03-02 20:29:33, 二氧化碳, 387, ppm
2026-03-02 20:29:33, 火焰强度, 1, level
2026-03-02 20:29:33, 亮度, 45397, lux
2026-03-02 20:29:43, 温度, 0, ℃
2026-03-02 20:29:43, 湿度, 49, rh%
2026-03-02 20:29:43, 二氧化碳, 387, ppm
2026-03-02 20:29:43, 火焰强度, 1, level
2026-03-02 20:29:43, 亮度, 45397, lux
2026-03-02 20:29:53, 温度, 0, ℃
2026-03-02 20:29:53, 湿度, 49, rh%
2026-03-02 20:29:53, 二氧化碳, 387, ppm
2026-03-02 20:29:53, 火焰强度, 1, level
2026-03-02 20:29:53, 亮度, 45397, lux
2026-03-02 20:30:03, 温度, 0, ℃
2026-03-02 20:30:03, 湿度, 49, rh%
2026-03-02 20:30:03, 二氧化碳, 387, ppm
2026-03-02 20:30:03, 火焰强度, 1, level
2026-03-02 20:30:03, 亮度, 45397, lux
2026-03-02 20:30:13, 温度, 0, ℃
2026-03-02 20:30:13, 湿度, 49, rh%
2026-03-02 20:30:13, 二氧化碳, 387, ppm
2026-03-02 20:30:13, 火焰强度, 1, level
2026-03-02 20:30:13, 亮度, 45397, lux
2026-03-02 20:30:23, 温度, 0, ℃
2026-03-02 20:30:23, 湿度, 49, rh%
2026-03-02 20:30:23, 二氧化碳, 387, ppm
2026-03-02 20:30:23, 火焰强度, 1, level
2026-03-02 20:30:23, 亮度, 45397, lux
2026-03-02 20:30:33, 温度, 0, ℃
2026-03-02 20:30:33, 湿度, 49, rh%
2026-03-02 20:30:33, 二氧化碳, 387, ppm
2026-03-02 20:30:33, 火焰强度, 1, level
2026-03-02 20:30:33, 亮度, 45397, lux
2026-03-02 20:30:43, 温度, 0, ℃
2026-03-02 20:30:43, 湿度, 49, rh%
2026-03-02 20:30:43, 二氧化碳, 387, ppm
2026-03-02 20:30:43, 火焰强度, 1, level
2026-03-02 20:30:43, 亮度, 45397, lux
2026-03-02 20:30:53, 温度, 0, ℃
2026-03-02 20:30:53, 湿度, 49, rh%
2026-03-02 20:30:53, 二氧化碳, 387, ppm
2026-03-02 20:30:53, 火焰强度, 1, level
2026-03-02 20:30:53, 亮度, 45397, lux
2026-03-02 20:31:03, 温度, 0, ℃
2026-03-02 20:31:03, 湿度, 49, rh%
2026-03-02 20:31:03, 二氧化碳, 387, ppm
2026-03-02 20:31:03, 火焰强度, 1, level
2026-03-02 20:31:03, 亮度, 45397, lux
2026-03-02 20:31:13, 温度, 0, ℃
2026-03-02 20:31:13, 湿度, 49, rh%
2026-03-02 20:31:13, 二氧化碳, 387, ppm
2026-03-02 20:31:13, 火焰强度, 1, level
2026-03-02 20:31:13, 亮度, 45397, lux
2026-03-02 20:31:23, 温度, 0, ℃
2026-03-02 20:31:23, 湿度, 49, rh%
2026-03-02 20:31:23, 二氧化碳, 387, ppm
2026-03-02 20:31:23, 火焰强度, 1, level
2026-03-02 20:31:23, 亮度, 45397, lux
2026-03-02 20:31:33, 温度, 0, ℃
2026-03-02 20:31:33, 湿度, 49, rh%
2026-03-02 20:31:33, 二氧化碳, 387, ppm
2026-03-02 20:31:33, 火焰强度, 1, level
2026-03-02 20:31:33, 亮度, 45397, lux
2026-03-02 20:31:43, 温度, 0, ℃
2026-03-02 20:31:43, 湿度, 49, rh%
2026-03-02 20:31:43, 二氧化碳, 387, ppm
2026-03-02 20:31:43, 火焰强度, 1, level
2026-03-02 20:31:43, 亮度, 45397, lux
2026-03-02 20:31:53, 温度, 0, ℃
2026-03-02 20:31:53, 湿度, 49, rh%
2026-03-02 20:31:53, 二氧化碳, 387, ppm
2026-03-02 20:31:53, 火焰强度, 1, level
2026-03-02 20:31:53, 亮度, 45397, lux
2026-03-02 20:32:03, 温度, 0, ℃
2026-03-02 20:32:03, 湿度, 49, rh%
2026-03-02 20:32:03, 二氧化碳, 387, ppm
2026-03-02 20:32:03, 火焰强度, 1, level
2026-03-02 20:32:03, 亮度, 45397, lux
2026-03-02 20:32:13, 温度, 0, ℃
2026-03-02 20:32:13, 湿度, 49, rh%
2026-03-02 20:32:13, 二氧化碳, 387, ppm
2026-03-02 20:32:13, 火焰强度, 1, level
2026-03-02 20:32:13, 亮度, 45397, lux
2026-03-02 20:32:23, 温度, 0, ℃
2026-03-02 20:32:23, 湿度, 49, rh%
2026-03-02 20:32:23, 二氧化碳, 387, ppm
2026-03-02 20:32:23, 火焰强度, 1, level
2026-03-02 20:32:23, 亮度, 45397, lux
2026-03-02 20:32:33, 温度, 0, ℃
2026-03-02 20:32:33, 湿度, 49, rh%
2026-03-02 20:32:33, 二氧化碳, 387, ppm
2026-03-02 20:32:33, 火焰强度, 1, level
2026-03-02 20:32:33, 亮度, 45397, lux
2026-03-02 20:32:43, 温度, 0, ℃
2026-03-02 20:32:43, 湿度, 49, rh%
2026-03-02 20:32:43, 二氧化碳, 387, ppm
2026-03-02 20:32:43, 火焰强度, 1, level
2026-03-02 20:32:43, 亮度, 45397, lux
2026-03-02 20:32:53, 温度, 0, ℃
2026-03-02 20:32:53, 湿度, 49, rh%
2026-03-02 20:32:53, 二氧化碳, 387, ppm
2026-03-02 20:32:53, 火焰强度, 1, level
2026-03-02 20:32:53, 亮度, 45397, lux
2026-03-02 20:33:03, 温度, 0, ℃
2026-03-02 20:33:03, 湿度, 49, rh%
2026-03-02 20:33:03, 二氧化碳, 387, ppm
2026-03-02 20:33:03, 火焰强度, 1, level
2026-03-02 20:33:03, 亮度, 45397, lux
2026-03-02 20:33:13, 温度, 0, ℃
2026-03-02 20:33:13, 湿度, 49, rh%
2026-03-02 20:33:13, 二氧化碳, 387, ppm
2026-03-02 20:33:13, 火焰强度, 1, level
2026-03-02 20:33:13, 亮度, 45397, lux
2026-03-02 20:33:23, 温度, 0, ℃
2026-03-02 20:33:23, 湿度, 49, rh%
2026-03-02 20:33:23, 二氧化碳, 387, ppm
2026-03-02 20:33:23, 火焰强度, 1, level
2026-03-02 20:33:23, 亮度, 45397, lux
2026-03-02 20:33:33, 温度, 0, ℃
2026-03-02 20:33:33, 湿度, 49, rh%
2026-03-02 20:33:33, 二氧化碳, 387, ppm
2026-03-02 20:33:33, 火焰强度, 1, level
2026-03-02 20:33:33, 亮度, 45397, lux
2026-03-02 20:33:43, 温度, 0, ℃
2026-03-02 20:33:43, 湿度, 49, rh%
2026-03-02 20:33:43, 二氧化碳, 387, ppm
2026-03-02 20:33:43, 火焰强度, 1, level
2026-03-02 20:33:43, 亮度, 45397, lux
2026-03-02 20:33:53, 温度, 0, ℃
2026-03-02 20:33:53, 湿度, 49, rh%
2026-03-02 20:33:53, 二氧化碳, 387, ppm
2026-03-02 20:33:53, 火焰强度, 1, level
2026-03-02 20:33:53, 亮度, 45397, lux
2026-03-02 20:34:04, 温度, 0, ℃
2026-03-02 20:34:04, 湿度, 49, rh%
2026-03-02 20:34:04, 二氧化碳, 387, ppm
2026-03-02 20:34:04, 火焰强度, 1, level
2026-03-02 20:34:04, 亮度, 45397, lux
2026-03-02 20:34:14, 温度, 0, ℃
2026-03-02 20:34:14, 湿度, 49, rh%
2026-03-02 20:34:14, 二氧化碳, 387, ppm
2026-03-02 20:34:14, 火焰强度, 1, level
2026-03-02 20:34:14, 亮度, 45397, lux
2026-03-02 20:34:24, 温度, 0, ℃
2026-03-02 20:34:24, 湿度, 49, rh%
2026-03-02 20:34:24, 二氧化碳, 387, ppm
2026-03-02 20:34:24, 火焰强度, 1, level
2026-03-02 20:34:24, 亮度, 45397, lux
2026-03-02 20:34:34, 温度, 0, ℃
2026-03-02 20:34:34, 湿度, 49, rh%
2026-03-02 20:34:34, 二氧化碳, 387, ppm
2026-03-02 20:34:34, 火焰强度, 1, level
2026-03-02 20:34:34, 亮度, 45397, lux
2026-03-02 20:34:44, 温度, 0, ℃
2026-03-02 20:34:44, 湿度, 49, rh%
2026-03-02 20:34:44, 二氧化碳, 387, ppm
2026-03-02 20:34:44, 火焰强度, 1, level
2026-03-02 20:34:44, 亮度, 45397, lux
2026-03-02 20:34:54, 温度, 0, ℃
2026-03-02 20:34:54, 湿度, 49, rh%
2026-03-02 20:34:54, 二氧化碳, 387, ppm
2026-03-02 20:34:54, 火焰强度, 1, level
2026-03-02 20:34:54, 亮度, 45397, lux
2026-03-02 20:35:04, 温度, 0, ℃
2026-03-02 20:35:04, 湿度, 49, rh%
2026-03-02 20:35:04, 二氧化碳, 387, ppm
2026-03-02 20:35:04, 火焰强度, 1, level
2026-03-02 20:35:04, 亮度, 45397, lux
2026-03-02 20:35:14, 温度, 0, ℃
2026-03-02 20:35:14, 湿度, 49, rh%
2026-03-02 20:35:14, 二氧化碳, 387, ppm
2026-03-02 20:35:14, 火焰强度, 1, level
2026-03-02 20:35:14, 亮度, 45397, lux
2026-03-02 20:35:24, 温度, 0, ℃
2026-03-02 20:35:24, 湿度, 49, rh%
2026-03-02 20:35:24, 二氧化碳, 387, ppm
2026-03-02 20:35:24, 火焰强度, 1, level
2026-03-02 20:35:24, 亮度, 45397, lux
2026-03-02 20:35:34, 温度, 0, ℃
2026-03-02 20:35:34, 湿度, 49, rh%
2026-03-02 20:35:34, 二氧化碳, 387, ppm
2026-03-02 20:35:34, 火焰强度, 1, level
2026-03-02 20:35:34, 亮度, 45397, lux
2026-03-02 20:35:44, 温度, 0, ℃
2026-03-02 20:35:44, 湿度, 49, rh%
2026-03-02 20:35:44, 二氧化碳, 387, ppm
2026-03-02 20:35:44, 火焰强度, 1, level
2026-03-02 20:35:44, 亮度, 45397, lux
2026-03-02 20:35:54, 温度, 0, ℃
2026-03-02 20:35:54, 湿度, 49, rh%
2026-03-02 20:35:54, 二氧化碳, 387, ppm
2026-03-02 20:35:54, 火焰强度, 1, level
2026-03-02 20:35:54, 亮度, 45397, lux
2026-03-02 20:36:04, 温度, 0, ℃
2026-03-02 20:36:04, 湿度, 49, rh%
2026-03-02 20:36:04, 二氧化碳, 387, ppm
2026-03-02 20:36:04, 火焰强度, 1, level
2026-03-02 20:36:04, 亮度, 45397, lux
2026-03-02 20:36:14, 温度, 0, ℃
2026-03-02 20:36:14, 湿度, 49, rh%
2026-03-02 20:36:14, 二氧化碳, 387, ppm
2026-03-02 20:36:14, 火焰强度, 1, level
2026-03-02 20:36:14, 亮度, 45397, lux
2026-03-02 20:36:24, 温度, 0, ℃
2026-03-02 20:36:24, 湿度, 49, rh%
2026-03-02 20:36:24, 二氧化碳, 387, ppm
2026-03-02 20:36:24, 火焰强度, 1, level
2026-03-02 20:36:24, 亮度, 45397, lux
2026-03-02 20:36:34, 温度, 0, ℃
